mode,rounds,seed,debit_multiplier,rtp,hit_freq,bonus_entry_rate,vip_buy_bonus_rate,standard_bonus_rate,avg_debit,avg_credit,p95_win_x,p99_win_x,max_win_x,rate_1000x_plus,rate_10000x_plus,capped_rate,config_hash
base,100000,AUDIT_2025,1,95.9805,28.7140,0.2690,0.000000,0.269000,1.0000,0.9598,3.22,17.23,264.80,0.000000,0.000000,0.000000,6b282b3256cf6b4e
