mode,rounds,seed,debit_multiplier,rtp,hit_freq,bonus_entry_rate,vip_buy_bonus_rate,standard_bonus_rate,avg_debit,avg_credit,p95_win_x,p99_win_x,max_win_x,rate_1000x_plus,rate_10000x_plus,capped_rate,config_hash
buy,50000,AUDIT_2025,100,95.0385,96.6360,100.0000,100.000000,0.000000,100.0000,95.0385,346.83,970.09,2177.01,0.740000,0.000000,0.000000,6b282b3256cf6b4e
