timestamp,git_commit,config_hash,mode,rounds,seed,debit_multiplier,scatter_chance_base,scatter_chance_effective,scatter_chance_multiplier,rtp,hit_freq,bonus_entry_rate,vip_buy_bonus_rate,standard_bonus_rate,avg_debit,avg_credit,p95_win_x,p99_win_x,max_win_x,rate_1000x_plus,rate_10000x_plus,capped_rate
2026-01-18T20:42:49Z,7d340f8,6b282b3256cf6b4e,hype,20000,AUDIT_2025,1.25,0.0200,0.0400,2.00,79.9226,29.4350,1.6050,0.000000,1.605000,1.2500,0.9990,3.29,18.46,176.30,0.000000,0.000000,0.000000
